,max,average
144,11273.58833,2530.3765972222222
145,8335.473333,2024.9557627372224
146,8983.22,2219.374645827778
147,8249.245,2014.6831574034723
148,9441.961667,1867.512182870139
149,10442.69833,2636.2286099499997
150,10585.34167,2878.81642593118
151,12066.44667,2668.8920567074306
152,8951.076667,2358.672872685903
153,8598.043333,1897.0941319414583
154,7571.288333,1181.3731215255555
155,8091.12,1192.3502175918056
156,10701.26,1548.5425081109026
157,8312.516667,1807.4124502357638
158,8610.743333,1717.617706013125
159,8865.983333,2342.0119675890974
160,8208.825,1912.476608802778
161,7047.461667,1121.0691724506944
162,4236.165,634.3694421322917
163,7331.128333,729.3686238401389
164,10194.12833,1285.5571134291667
165,7991.24,1427.1891643497916
166,8325.363333,1269.3052986154169
167,8044.478333,1344.8284039322918
168,9088.395,1504.3393611099998
169,7968.831667,1433.5169606489583
170,7547.833333,1231.6480821790972
171,7412.051667,1049.8823425951389
172,7624.456667,1105.1316018480554
173,7573.561667,924.3759999985418
174,4452.618333,678.743912036111
175,7463.963333,746.6725428252083
176,5994.053333,665.1013611091666
177,7549.06,824.7940486114583
178,8620.69,1217.4379131879168
179,9485.548333,1786.9665972163195
180,6049.381667,636.0449826390973
181,2140.495,520.0996527784722
182,6152.895,687.3763506978472
